,,,,,,Corsi (EV),Corsi (EV),Corsi (EV),Corsi (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),Fenwick (EV),PDO (),PDO (),,Zone Starts (EV),Zone Starts (EV),,,,,,,,-additional
Rk,Player,Age,Tm,Pos,GP,CF,CA,CF%,CF% rel,FF,FA,FF%,FF% rel,oiSH%,oiSV%,PDO,oZS%,dZS%,TOI/60,TOI(EV),TK,GV,E+/-,SAtt.,Thru%,-9999
1,Rodrigo Abols,30,PHI,C,42,306,398,43.5,-6.3,211,268,44.1,-6.1,9.2,90.4,99.5,43.2,56.8,10:30,9:49,11,14,-1.8,88,48.9,abolsro01
2,Noel Acciari,34,PIT,C,67,667,737,47.5,-3.1,475,508,48.3,-2.3,13.4,91.7,105.1,16.7,83.3,13:42,11:03,12,22,0.4,165,56.4,acciano01
3,Andrew Agozzino,35,UTA,LW,2,5,14,26.3,-22.1,5,8,38.5,-12.5,0.0,100.0,100.0,50.0,50.0,6:08,6:08,1,1,-0.2,1,0.0,agozzan01
4,Jack Ahcan,28,COL,D,11,153,102,60.0,7.4,112,78,58.9,7.0,7.8,90.9,98.7,41.5,58.5,11:32,11:30,0,6,3.7,19,42.1,ahcanja01
5,Sebastian Aho,28,CAR,F,79,1479,925,61.5,2.7,1090,718,60.3,2.3,10.2,86.3,96.6,63.8,36.2,19:37,14:45,31,109,12.9,406,48.0,ahose01
6,Marek Alscher,21,FLA,D,4,64,57,52.9,4.5,46,41,52.9,3.6,19.4,92.0,111.4,51.4,48.6,20:22,18:45,1,3,0.8,13,46.2,alschma01
7,Michael Amadio,29,OTT,C,81,1068,1085,49.6,-4.2,791,743,51.6,-2.6,11.6,89.3,100.9,30.6,69.4,16:07,14:54,33,60,3.5,184,52.2,amadimi01
8,Nils Åman,25,VAN,C,2,15,22,40.5,-8.2,12,7,63.2,17.6,16.7,75.0,91.7,50.0,50.0,8:40,8:40,0,1,0.1,3,33.3,amanni01
9,Josh Anderson,31,MTL,RW,72,735,845,46.5,-2.4,496,596,45.4,-4.8,10.8,88.2,99.0,33.1,66.9,14:01,11:42,8,42,-3.8,173,51.4,anderjo05
10,Michael Anderson,26,LAK,D,80,1393,1386,50.1,-2.5,989,1014,49.4,-3.2,9.5,92.2,101.7,40.2,59.8,20:34,18:13,14,53,-2.9,173,35.3,andermi02
11,Rasmus Andersson,29,TOT,D,81,1491,1502,49.8,-3.9,1072,1086,49.7,-3.7,10.4,89.5,99.9,52.2,47.8,23:12,18:58,27,102,1.0,402,44.3,anderra01
11,Rasmus Andersson,29,CGY,D,48,875,948,48.0,-3.9,628,690,47.6,-3.6,11.0,90.2,101.2,46.3,53.7,24:14,18:60,18,66,-4.2,259,43.2,anderra01
11,Rasmus Andersson,29,VEG,D,33,616,554,52.6,-3.6,444,396,52.9,-3.5,9.4,88.3,97.7,61.4,38.6,21:42,18:56,9,36,5.2,143,46.2,anderra01
12,Emil Andrae,23,PHI,D,61,775,786,49.6,2.4,544,569,48.9,0.6,10.8,93.3,104.1,55.8,44.2,15:20,14:46,7,46,3.7,117,30.8,andraem01
13,Mason Appleton,30,DET,C,65,673,786,46.1,-4.0,471,560,45.7,-6.0,8.0,91.8,99.8,44.4,55.6,13:31,12:12,1,22,-7.7,114,55.3,applema01
14,Joel Armia,32,LAK,RW,67,733,758,49.2,-3.3,522,531,49.6,-2.1,7.7,91.9,99.6,44.7,55.3,14:04,11:58,30,51,1.0,190,48.4,armiajo01
15,Viktor Arvidsson,32,BOS,LW,69,846,881,49.0,0.6,627,626,50.0,1.7,14.7,91.7,106.4,43.9,56.1,14:36,12:37,15,58,-4.4,358,48.6,arvidvi01
16,Jonathan Aspirot,26,BOS,D,61,884,946,48.3,-0.1,662,681,49.3,1.3,13.6,92.9,106.5,44.9,55.1,16:44,15:37,10,56,-0.6,129,36.4,aspirjo01
17,Zach Aston-Reese,31,CBJ,C,27,201,230,46.6,-4.4,141,164,46.2,-3.5,6.9,93.0,99.9,26.0,74.0,9:44,9:06,2,10,-1.4,31,54.8,astonza01
18,Nicolas Aubé-Kubel,29,MIN,RW,6,66,85,43.7,-1.1,49,61,44.5,-3.7,8.6,95.2,103.8,56.8,43.2,11:37,11:26,2,1,0.2,13,38.5,aubekni01
19,Oskar Back,25,DAL,C,72,529,560,48.6,0.2,376,375,50.1,1.7,10.2,91.9,102.1,34.8,65.2,12:22,10:02,15,38,3.1,82,51.2,backos01
20,Mikael Backlund,36,CGY,C,82,1167,1189,49.5,0.9,845,850,49.9,1.9,8.9,91.5,100.4,29.9,70.1,17:57,14:25,32,86,-5.5,349,53.3,backlmi01
21,Kevin Bahl,25,CGY,D,76,1316,1530,46.2,-4.7,945,1144,45.2,-5.4,10.2,91.6,101.8,41.2,58.8,21:57,19:06,42,90,-17.2,144,39.6,bahlke01
22,Arshdeep Bains,25,VAN,F,28,213,228,48.3,-0.9,151,164,47.9,-1.2,6.1,92.9,99.0,59.8,40.2,9:12,8:46,6,11,-0.7,31,58.1,bainsar01
23,Uvis Balinskis,29,FLA,D,54,741,718,50.8,-2.2,531,541,49.5,-2.6,8.9,86.6,95.5,57.4,42.6,16:22,14:38,23,33,-0.7,131,50.4,balinuv01
24,Ivan Barbashev,30,VEG,C,82,1290,1198,51.8,-0.5,967,847,53.3,1.2,12.0,89.1,101.1,61.0,39.0,16:15,15:23,15,90,13.8,243,54.7,barbaiv01
25,Zakhar Bardakov,24,COL,C,60,427,357,54.5,-2.2,303,242,55.6,-0.1,8.8,92.8,101.6,50.2,49.8,7:12,7:04,7,27,0.8,79,44.3,bardaza01
26,Denver Barkey,20,PHI,C,43,441,444,49.8,2.4,334,296,53.0,5.0,10.1,87.0,97.1,48.2,51.8,13:24,11:48,8,27,4.4,77,55.8,barkede01
27,Alex Barré-Boulet,28,COL,F,2,16,5,76.2,14.4,10,3,76.9,14.8,0.0,100.0,100.0,100.0,0.0,8:24,6:57,0,0,0.1,3,0.0,barreal01
28,Justin Barron,24,NSH,D,52,682,653,51.1,1.5,479,476,50.2,3.2,9.5,90.4,99.9,46.4,53.6,14:15,13:37,4,52,-2.3,90,34.4,barroju01
29,Morgan Barron,27,WPG,C,65,624,700,47.1,-2.5,460,503,47.8,-1.3,9.5,92.5,102.0,28.8,71.2,12:48,10:54,17,33,-3.6,170,54.7,barromo01
30,Mathew Barzal,28,NYI,C,81,1525,1332,53.4,5.8,1127,966,53.8,6.0,10.8,89.3,100.1,60.2,39.8,20:39,17:09,42,93,7.8,380,48.4,barzama01
31,Nathan Bastian,28,DAL,RW,36,231,268,46.3,-3.1,174,185,48.5,-1.3,10.6,93.5,104.1,42.1,57.9,8:39,8:38,1,11,-1.3,43,58.1,bastina01
32,Drake Batherson,27,OTT,C,79,1189,929,56.1,4.9,858,681,55.8,3.4,9.6,87.4,97.1,69.7,30.3,17:21,14:08,22,63,12.1,338,49.7,bathedr01
33,Jake Bean,27,CGY,D,16,269,217,55.3,3.6,192,141,57.7,7.9,5.3,85.1,90.4,54.2,45.8,15:57,15:25,5,15,2.1,44,36.4,beanja01
34,Anthony Beauvillier,28,WSH,LW,82,1140,1197,48.8,-1.1,843,854,49.7,-1.1,9.9,91.1,101.1,53.5,46.5,15:48,14:06,21,44,0.5,280,55.4,beauvan01
35,Owen Beck,21,MTL,C,15,119,110,52.0,2.1,85,73,53.8,2.1,8.9,98.0,106.9,57.7,42.3,9:11,9:11,2,10,1.1,25,44.0,beckow01
36,Connor Bedard,20,CHI,C,69,1074,1328,44.7,-0.3,815,1023,44.3,-0.7,12.0,88.3,100.3,57.0,43.0,20:52,17:21,27,86,-20.0,421,53.7,bedarco01
37,John Beecher,24,TOT,C,35,271,374,42.0,-5.1,181,247,42.3,-5.0,4.3,92.1,96.4,30.8,69.2,10:26,8:48,6,14,-3.7,68,54.4,beechjo01
37,John Beecher,24,CGY,C,29,227,300,43.1,-4.9,156,198,44.1,-3.6,4.0,91.5,95.5,33.0,67.0,10:26,8:46,6,13,-2.7,58,53.4,beechjo01
37,John Beecher,24,BOS,C,6,44,74,37.3,-5.5,25,49,33.8,-11.1,5.9,94.4,100.3,23.5,76.5,10:24,8:58,0,1,-1.0,10,60.0,beechjo01
38,Matty Beniers,23,SEA,C,82,1185,1322,47.3,2.6,871,961,47.5,2.5,11.8,88.6,100.4,54.0,46.0,19:17,16:05,21,82,-5.2,321,46.4,beniema01
39,Jamie Benn,36,DAL,LW,60,587,693,45.9,-3.6,417,467,47.2,-2.4,14.3,89.3,103.5,53.5,46.5,13:17,11:46,11,35,1.1,126,57.1,bennja01
40,Sam Bennett,29,FLA,C,76,1203,1019,54.1,3.2,865,791,52.2,1.6,11.9,86.3,98.2,58.5,41.5,18:30,14:23,25,73,3.0,421,48.0,bennesa01
41,Matt Benning,31,TOR,D,1,9,14,39.1,-11.5,6,7,46.2,0.0,0.0,100.0,100.0,20.0,80.0,12:26,12:21,0,1,0.3,1,0.0,bennima01
42,Michael Benning,24,FLA,D,18,287,264,52.1,2.2,204,199,50.6,1.2,12.2,86.9,99.1,51.9,48.1,16:54,15:49,5,18,-0.3,51,29.4,bennimi01
43,Simon Benoit,27,TOR,D,73,828,1264,39.6,-6.8,612,901,40.4,-6.2,8.8,90.3,99.0,28.5,71.5,17:18,15:24,12,68,-22.8,146,41.1,benoisi01
44,Zach Benson,20,BUF,LW,65,864,780,52.6,4.6,633,570,52.6,3.7,13.7,91.7,105.4,47.6,52.4,15:53,13:13,25,46,4.4,193,59.6,bensoza01
45,Brett Berard,23,NYR,LW,13,117,144,44.8,-4.6,81,92,46.8,-2.1,4.5,95.3,99.9,37.5,62.5,10:33,10:32,1,9,-0.5,35,28.6,berarbr02
46,Jonatan Berggren,25,TOT,RW,51,625,556,52.9,4.0,440,431,50.5,0.7,8.9,89.6,98.5,53.1,46.9,13:49,12:39,8,41,0.7,128,45.3,berggjo02
46,Jonatan Berggren,25,STL,RW,36,458,394,53.8,7.4,333,311,51.7,4.6,9.5,89.2,98.7,56.8,43.2,14:35,13:18,7,27,2.7,84,45.2,berggjo02
46,Jonatan Berggren,25,DET,RW,15,167,162,50.8,-3.5,107,120,47.1,-8.4,7.0,90.5,97.6,44.7,55.3,11:59,11:05,1,14,-2.0,44,45.5,berggjo02
47,Jacob Bernard-Docker,25,DET,D,63,733,890,45.2,-4.2,518,611,45.9,-4.6,7.3,93.9,101.2,45.4,54.6,14:49,13:22,8,41,-5.6,113,36.3,bernaja01
48,Tyler Bertuzzi,30,CHI,LW,79,1131,1232,47.9,3.0,839,922,47.6,3.5,11.6,87.6,99.2,48.7,51.3,18:27,15:13,21,76,-13.8,296,55.4,bertuty01
49,Lian Bichsel,21,DAL,D,50,579,664,46.6,-1.1,400,470,46.0,-2.7,10.8,93.1,103.9,38.7,61.3,15:40,14:44,14,38,-1.9,89,30.3,bichsli01
50,Oliver Bjorkstrand,30,TBL,RW,80,780,737,51.4,-2.0,541,526,50.7,-2.0,8.0,89.4,97.4,55.5,44.5,13:38,10:31,14,38,0.0,266,48.9,bjorkol01
51,Tobias Björnfot,24,FLA,D,19,218,217,50.1,-2.6,148,152,49.3,-3.2,14.6,88.3,102.9,46.3,53.7,14:11,13:33,2,10,-2.1,26,46.2,bjornto01
52,Nick Bjugstad,33,TOT,C,61,495,613,44.7,-6.9,378,437,46.4,-4.9,7.0,89.4,96.4,43.2,56.8,10:56,10:08,10,23,-3.7,139,55.4,bjugsni01
52,Nick Bjugstad,33,STL,C,35,305,365,45.5,-3.6,227,249,47.7,-1.0,5.6,89.6,95.2,40.8,59.2,11:38,10:41,3,12,-0.7,94,57.4,bjugsni01
52,Nick Bjugstad,33,NJD,C,26,190,248,43.4,-11.1,151,188,44.5,-10.0,9.3,89.1,98.4,47.7,52.3,9:60,9:25,7,11,-2.9,45,51.1,bjugsni01
53,Colin Blackwell,32,DAL,C,70,530,607,46.6,-0.9,352,404,46.6,-1.2,9.9,89.7,99.6,37.5,62.5,11:54,9:49,17,31,-3.4,145,42.1,blackco01
54,Sammy Blais,29,TOT,LW,21,137,151,47.6,-0.3,107,99,51.9,2.0,10.3,91.3,101.6,51.9,48.1,8:26,8:22,4,2,0.4,28,64.3,blaissa01
54,Sammy Blais,29,MTL,LW,13,91,85,51.7,0.5,68,60,53.1,-0.1,10.2,97.9,108.1,52.0,48.0,8:31,8:30,3,0,-0.4,17,64.7,blaissa01
54,Sammy Blais,29,TOR,LW,8,46,66,41.1,-1.7,39,39,50.0,5.3,10.3,77.3,87.6,51.7,48.3,8:17,8:09,1,2,0.8,11,63.6,blaissa01
55,Jackson Blake,22,CAR,RW,81,1368,878,60.9,1.7,972,663,59.4,1.0,10.0,88.0,98.0,68.4,31.6,16:30,14:18,30,92,13.1,347,50.1,blakeja02
56,Nick Blankenburg,27,TOT,D,61,914,784,53.8,1.3,667,590,53.1,1.4,8.4,88.4,96.8,52.4,47.6,16:48,14:03,17,55,5.4,194,37.1,blankni01
56,Nick Blankenburg,27,NSH,D,49,761,656,53.7,2.5,552,495,52.7,2.4,8.2,88.1,96.2,53.7,46.3,17:58,14:35,15,52,3.3,166,35.5,blankni01
56,Nick Blankenburg,27,COL,D,12,153,128,54.4,-2.9,115,95,54.8,-2.1,9.5,90.0,99.5,45.3,54.7,12:02,11:54,2,3,2.1,28,46.4,blankni01
57,Anton Blidh,30,NYR,LW,4,21,34,38.2,-8.8,17,23,42.5,-1.8,10.0,100.0,110.0,35.7,64.3,7:42,7:42,0,1,0.1,5,80.0,blidhan01
58,Teddy Blueger,31,VAN,C,35,389,513,43.1,-0.3,285,383,42.7,-1.2,11.0,86.0,97.0,28.4,71.6,16:31,14:32,8,26,-7.7,99,51.5,bluegte01
59,Matěj Blümel,25,BOS,RW,4,32,40,44.4,1.6,25,28,47.2,4.7,0.0,88.2,88.2,40.0,60.0,10:52,9:22,0,3,0.3,10,40.0,blumema01
60,Brock Boeser,28,VAN,RW,75,982,1173,45.6,-2.4,704,891,44.1,-3.6,8.7,85.5,94.2,52.1,47.9,19:03,14:51,16,57,-13.3,332,50.0,boesebr01
61,Zach Bogosian,35,MIN,D,41,500,578,46.4,-2.6,362,428,45.8,-4.5,11.3,93.5,104.7,50.8,49.2,14:33,13:44,10,32,-4.7,76,39.5,bogosza01
62,Sacha Boisvert,19,CHI,F,7,41,53,43.6,-1.1,30,40,42.9,-1.6,11.8,88.5,100.2,48.0,52.0,9:15,9:15,0,4,-0.3,12,50.0,boisvsa01
63,Zachary Bolduc,22,MTL,C,78,851,875,49.3,0.8,610,601,50.4,0.9,10.1,89.5,99.6,47.9,52.1,13:38,12:01,18,66,1.0,235,43.0,bolduza01
64,Matt Boldy,24,MIN,LW,76,1210,1129,51.7,4.7,898,832,51.9,3.9,12.2,89.6,101.8,48.5,51.5,20:34,15:00,34,86,2.7,501,50.7,boldyma01
65,Oliver Bonk,21,PHI,D,1,11,14,44.0,2.3,9,12,42.9,-1.6,42.9,71.4,114.3,80.0,20.0,16:28,14:27,0,2,0.5,1,100.0,bonkol01
66,Angus Booth,21,LAK,D,1,7,18,28.0,-10.8,6,11,35.3,-4.1,25.0,100.0,125.0,11.1,88.9,12:18,12:18,0,1,0.2,2,50.0,boothan01
67,Adam Boqvist,25,NYI,D,28,292,392,42.7,-9.0,211,275,43.4,-8.7,6.8,90.8,97.6,64.8,35.2,13:06,12:33,5,11,-7.9,51,33.3,boqviad01
68,Jesper Boqvist,27,FLA,C,73,672,727,48.0,-5.1,489,518,48.6,-3.4,7.4,89.6,97.1,53.0,47.0,11:50,10:42,9,55,-1.8,143,44.8,boqvije01
69,William Borgen,29,NYR,D,75,998,1186,45.7,-5.0,691,831,45.4,-3.9,10.8,90.9,101.7,45.1,54.9,18:03,15:48,17,58,-6.8,181,38.1,borgewi01
70,Evan Bouchard,26,EDM,D,82,1724,1374,55.6,8.6,1294,1025,55.8,7.8,12.4,88.0,100.4,62.3,37.7,24:41,19:15,33,123,25.1,468,47.2,bouchev01
71,Xavier Bourgault,23,OTT,C,2,16,9,64.0,16.2,13,8,61.9,13.5,12.5,60.0,72.5,100.0,0.0,5:58,5:58,0,1,0.3,7,42.9,bourgxa01
72,Mavrik Bourque,24,DAL,C,82,1040,977,51.6,5.4,754,721,51.1,4.2,10.9,89.1,100.0,46.0,54.0,15:29,14:10,15,51,8.3,235,62.6,bourqma01
73,Braeden Bowman,22,VEG,F,54,645,644,50.0,-2.4,469,470,49.9,-2.8,10.9,82.2,93.0,60.4,39.6,14:08,12:50,16,22,3.6,149,50.3,bowmabr01
74,Michael Brandsegg-Nygard,20,DET,F,14,184,131,58.4,9.4,123,82,60.0,10.8,3.8,84.4,88.2,48.0,52.0,12:31,11:28,5,12,0.6,46,43.5,brandmi01
75,Jesper Bratt,27,NJD,W,82,1463,1072,57.7,8.6,1044,800,56.6,7.2,9.3,85.4,94.7,63.1,36.9,18:46,15:02,24,92,18.6,354,50.3,brattje01
76,Justin Brazeau,27,PIT,F,64,703,727,49.2,-0.8,508,524,49.2,-1.2,12.8,89.2,102.0,59.8,40.2,12:39,11:37,12,40,4.0,183,56.8,brazeju01
77,Skyler Brind'Amour,26,CAR,C,4,49,43,53.3,0.5,27,36,42.9,-13.2,0.0,91.3,91.3,66.7,33.3,15:01,12:48,0,2,-1.9,10,20.0,brindsk01
78,Gavin Brindley,21,COL,C,56,491,421,53.8,-3.9,346,304,53.2,-3.3,10.5,89.0,99.5,50.6,49.4,9:33,8:28,5,20,2.2,109,56.9,brindga01
79,Bobby Brink,24,TOT,RW,68,753,789,48.8,1.4,539,540,50.0,1.9,9.1,89.0,98.2,54.4,45.6,15:10,13:10,12,44,2.3,206,50.5,brinkbo01
79,Bobby Brink,24,PHI,RW,55,601,627,48.9,2.3,423,439,49.1,1.9,9.6,89.6,99.2,56.5,43.5,15:29,13:17,7,35,2.1,170,52.9,brinkbo01
79,Bobby Brink,24,MIN,RW,13,152,162,48.4,-1.9,116,101,53.5,2.4,7.6,86.4,94.0,46.5,53.5,13:45,12:39,5,9,0.2,36,38.9,brinkbo01
80,Brendan Brisson,24,NYR,C,3,25,20,55.6,-1.2,19,10,65.5,9.3,7.7,80.0,87.7,42.9,57.1,10:35,9:40,1,1,0.0,3,66.7,brissbr01
81,Philip Broberg,24,STL,D,81,1336,1543,46.4,-2.9,987,1105,47.2,-1.2,12.1,91.3,103.4,43.7,56.3,23:21,19:37,26,111,-6.8,253,38.7,brobeph01
82,Jonas Brodin,32,MIN,D,62,1091,1131,49.1,0.5,816,782,51.1,2.3,9.5,92.8,102.2,46.9,53.1,20:17,18:17,13,44,4.3,166,45.8,brodijo01
83,Jonny Brodzinski,32,NYR,C,55,509,564,47.4,-1.2,364,403,47.5,-0.2,7.8,92.3,100.1,44.9,55.1,11:10,10:32,14,20,0.2,153,41.2,brodzjo01
84,Connor Brown,32,NJD,RW,75,1008,974,50.9,-1.4,742,719,50.8,-1.0,10.7,88.7,99.4,51.9,48.1,17:33,14:13,21,59,0.3,218,53.2,brownco02
85,Tristan Broz,23,PIT,C,1,7,17,29.2,-16.3,4,14,22.2,-18.1,0.0,88.9,88.9,80.0,20.0,11:30,11:30,0,1,-0.5,2,100.0,broztr01
86,Harrison Brunicke,19,PIT,D,9,122,131,48.2,-0.7,86,88,49.4,-0.2,6.9,86.2,93.1,49.2,50.8,15:43,15:17,1,14,0.6,22,36.4,bruniha01
87,Jacob Bryson,28,TOT,D,50,461,506,47.7,-0.8,330,375,46.8,-1.9,10.4,88.0,98.4,48.6,51.4,10:52,10:35,5,17,-1.1,60,36.7,brysoja01
87,Jacob Bryson,28,BUF,D,35,300,341,46.8,-1.4,211,250,45.8,-2.6,10.3,91.6,101.9,48.2,51.8,10:02,9:52,2,11,-1.5,40,30.0,brysoja01
87,Jacob Bryson,28,WPG,D,15,161,165,49.4,0.2,119,125,48.8,-0.7,10.5,80.0,90.5,49.4,50.6,12:48,12:17,3,6,0.3,20,50.0,brysoja01
88,Hunter Brzustewicz,21,CGY,D,34,436,470,48.1,2.3,307,348,46.9,1.8,9.8,90.5,100.4,56.6,43.4,16:08,14:58,5,26,-3.8,76,43.4,brzushu01
89,Pavel Buchnevich,30,STL,LW,81,1052,1049,50.1,2.7,759,796,48.8,1.4,11.3,87.9,99.2,52.9,47.1,17:56,13:51,26,66,-1.7,280,50.7,buchnpa01
90,Zeev Buium,20,TOT,D,76,1224,1290,48.7,3.2,867,975,47.1,1.0,7.0,88.9,95.9,59.5,40.5,19:35,17:14,14,88,-12.7,207,35.3,buiumze01
90,Zeev Buium,20,VAN,D,45,784,779,50.2,6.1,572,598,48.9,4.8,7.3,87.2,94.6,64.2,35.8,20:21,18:31,9,56,-4.6,123,34.1,buiumze01
90,Zeev Buium,20,MIN,D,31,440,511,46.3,-0.9,295,377,43.9,-4.7,6.4,91.5,98.0,48.5,51.5,18:28,15:23,5,32,-8.1,84,36.9,buiumze01
91,Alex Bump,22,PHI,LW,17,151,194,43.8,-3.8,112,143,43.9,-6.8,12.2,92.6,104.8,58.2,41.8,12:38,11:40,3,12,2.5,54,42.6,bumpal01
92,Michael Bunting,30,TOT,LW,74,983,907,52.0,1.4,695,682,50.5,0.8,9.2,86.7,95.8,58.4,41.6,14:26,12:38,12,57,-7.1,279,45.2,buntimi01
92,Michael Bunting,30,NSH,LW,61,857,765,52.8,1.8,607,586,50.9,1.1,9.7,86.8,96.5,56.5,43.5,14:48,12:55,8,48,-4.3,244,44.3,buntimi01
92,Michael Bunting,30,DAL,LW,13,126,142,47.0,-1.1,88,96,47.8,-0.9,5.6,85.7,91.3,68.6,31.4,12:48,11:22,4,9,-2.8,35,51.4,buntimi01
93,André Burakovsky,30,CHI,LW,75,980,1122,46.6,0.7,729,861,45.8,0.4,9.0,87.4,96.3,62.6,37.4,16:25,14:12,30,61,-12.3,184,46.7,burakan01
94,Brent Burns,40,COL,D/RW,82,1561,1263,55.3,-1.5,1109,921,54.6,-1.6,11.1,91.8,102.9,46.8,53.2,18:52,15:59,18,102,12.9,410,42.0,burnsbr01
95,Danil But,20,UTA,LW,29,348,282,55.2,2.4,234,200,53.9,1.6,8.0,92.0,100.0,59.1,40.9,12:28,11:07,4,18,3.9,94,45.7,butda01
96,Quinton Byfield,23,LAK,C,79,1370,1196,53.4,1.8,968,869,52.7,1.2,10.5,88.7,99.1,45.4,54.6,20:01,15:54,37,74,0.4,361,50.1,byfiequ01
97,Bowen Byram,24,BUF,D,82,1451,1496,49.2,0.4,1104,1105,50.0,0.9,12.6,89.2,101.8,45.1,54.9,22:20,19:07,22,84,-7.5,243,44.9,byrambo01
98,Luca Cagnoni,21,SJS,D,3,31,40,43.7,-6.1,22,28,44.0,-6.3,13.3,87.5,100.8,58.8,41.2,18:02,15:15,1,1,-0.2,8,50.0,cagnolu01
99,Michael Callahan,26,BOS,D,5,57,42,57.6,9.3,44,25,63.8,15.2,8.8,77.8,86.6,48.3,51.7,12:59,11:44,2,3,0.8,4,75.0,callami02
100,Kyle Capobianco,28,DAL,D,33,339,344,49.6,3.6,248,240,50.8,5.2,11.7,89.0,100.7,54.7,45.3,12:08,11:43,9,20,-2.2,66,27.3,capobky01
101,Michael Carcone,29,UTA,F,79,1073,784,57.8,5.7,742,582,56.0,3.8,9.2,89.8,99.0,47.2,52.8,12:44,11:46,16,52,9.8,317,46.4,carcomi01
102,Ethan Cardwell,23,SJS,RW,7,67,84,44.4,-3.9,43,68,38.7,-9.3,8.3,88.6,97.0,37.0,63.0,11:56,11:29,3,5,-2.5,19,31.6,cardwet01
103,Declan Carlile,25,TBL,D,42,492,512,49.0,-4.4,328,369,47.1,-6.0,11.9,91.7,103.6,56.0,44.0,14:47,13:39,6,22,1.9,99,33.3,carlide01
104,Brandon Carlo,29,TOR,D,55,796,1052,43.1,-2.2,599,757,44.2,-1.4,12.3,90.8,103.1,40.8,59.2,19:22,16:29,7,53,-13.8,142,46.5,carlobr01
105,John Carlson,36,TOT,D,71,1469,1193,55.2,5.2,1082,885,55.0,4.0,12.5,87.7,100.2,54.8,45.2,23:10,18:06,45,118,6.6,355,43.4,carlsjo01
105,John Carlson,36,WSH,D,55,1110,947,54.0,4.7,809,691,53.9,3.7,13.1,88.5,101.5,53.6,46.4,22:52,17:50,35,81,2.2,266,43.6,carlsjo01
105,John Carlson,36,ANA,D,16,359,246,59.3,6.9,273,194,58.5,5.0,10.7,84.7,95.4,58.0,42.0,24:11,19:01,10,37,4.4,89,42.7,carlsjo01
106,Leo Carlsson,21,ANA,C,70,1255,950,56.9,6.2,926,707,56.7,6.1,11.0,85.6,96.7,66.2,33.8,19:09,14:48,34,78,15.8,365,52.9,carlsle01
107,Sam Carrick,33,TOT,C,73,619,691,47.3,-3.4,429,493,46.5,-3.5,9.6,92.2,101.8,29.3,70.7,10:28,9:28,13,29,-1.4,144,52.1,carrisa01
107,Sam Carrick,33,NYR,C,60,488,565,46.3,-3.6,328,395,45.4,-3.7,8.7,92.2,100.8,27.9,72.1,10:25,9:25,10,24,-2.0,112,50.0,carrisa01
107,Sam Carrick,33,BUF,C,13,131,126,51.0,-3.1,101,98,50.8,-3.8,12.3,92.6,104.9,34.2,65.8,10:45,9:41,3,5,0.6,32,59.4,carrisa01
108,Alexandre Carrier,29,MTL,D,73,1049,1202,46.6,-2.8,742,828,47.3,-3.5,12.9,88.6,101.5,39.7,60.3,19:05,16:02,28,50,-3.0,141,39.7,carrial01
109,William Carrier,31,CAR,LW,70,832,570,59.3,-0.5,570,404,58.5,-0.6,9.8,88.8,98.7,52.3,47.7,10:45,10:41,15,19,6.9,172,46.5,carriwi01
110,Seamus Casey,22,NJD,D,2,34,31,52.3,-4.6,20,27,42.6,-11.1,0.0,85.0,85.0,75.9,24.1,18:01,18:01,2,3,-1.2,8,50.0,caseyse01
111,Noah Cates,26,PHI,LW,82,835,888,48.5,0.9,603,620,49.3,0.9,13.4,92.2,105.6,51.9,48.1,16:15,12:30,26,38,7.4,236,55.9,catesno01
112,Berkly Catton,20,SEA,F,66,717,812,46.9,2.0,541,577,48.4,3.7,8.4,90.0,98.4,70.4,29.6,12:56,12:05,16,40,0.2,161,48.4,cattobe01
113,Cole Caufield,25,MTL,RW,81,1304,1079,54.7,8.6,985,751,56.7,10.4,13.3,89.3,102.6,60.0,40.0,18:11,14:48,22,56,14.0,462,55.8,caufico01
114,Cody Ceci,32,LAK,D,82,1261,1241,50.4,-2.1,844,873,49.2,-3.4,7.6,90.5,98.1,38.2,61.8,17:34,15:35,13,61,-5.4,187,31.6,cecico01
115,Macklin Celebrini,19,SJS,F,82,1330,1365,49.4,3.8,972,1005,49.2,4.4,14.5,88.3,102.9,58.7,41.3,21:19,17:28,41,150,6.6,543,52.9,celebma01
116,Erik Černák,28,TBL,D,61,780,828,48.5,-6.0,549,585,48.4,-5.6,12.4,88.8,101.2,41.0,59.0,17:37,14:56,15,55,-1.7,123,43.1,cernaer01
117,Thomas Chabot,29,OTT,D,57,1058,961,52.4,-1.2,774,686,53.0,-2.1,13.3,85.9,99.2,55.0,45.0,22:35,18:35,25,59,12.1,254,39.0,chaboth01
118,Mitchell Chaffee,28,TBL,F,11,89,82,52.0,0.9,63,61,50.8,1.0,2.5,91.7,94.2,59.5,40.5,9:34,8:40,0,7,1.4,12,75.0,chaffmi01
119,Jalen Chatfield,29,CAR,D,72,1432,1056,57.6,-2.5,1039,799,56.5,-2.7,10.3,89.0,99.4,54.4,45.6,20:08,17:45,29,68,3.4,262,38.2,chatfja01
120,Igor Chernyshov,20,SJS,LW,28,374,340,52.4,4.6,283,251,53.0,4.9,13.3,86.5,99.8,57.9,42.1,15:03,13:55,4,24,0.5,81,56.8,chernig01
